ID_cliente,Abandono,Género_cliente,Cliente_adulto_mayor,Pareja_del_cliente,Dependientes_del_cliente,Antigüedad_cliente
2607-DHDAK,0,Male,0,1,1,72
2607-FBDFF,0,Male,0,0,0,1
2608-BHKFN,1,Female,0,0,0,4
2609-IAICY,1,Female,0,0,0,1
2612-PHGOX,0,Male,0,1,0,64
2612-RANWT,1,Female,0,0,0,12
2612-RRIDN,1,Male,0,0,0,4
2615-YVMYX,0,Male,1,1,0,71
2616-FLVQC,0,Male,0,0,0,64
2616-UUTFK,0,Male,0,1,0,33
2619-WFQWU,1,Female,0,0,0,1
2621-UDNLU,0,Female,0,1,0,3
2623-DRYAM,0,Female,0,1,0,70
2625-TRCZQ,0,Female,0,1,0,51
2626-URJFX,1,Male,0,1,1,4
2626-VEEWG,0,Male,0,1,1,67
2632-IVXVF,0,Female,0,1,1,68
2632-TACXW,0,Female,0,1,0,62
2632-UCGVD,1,Male,1,1,0,66
2634-HCZGT,1,Male,1,1,0,53
2636-ALXXZ,1,Female,1,0,0,1
2636-OHFMN,1,Male,0,1,0,4
2636-SJDOU,0,Male,0,0,0,64
2637-FKFSY,0,Female,0,1,0,3
2639-UGMAZ,0,Male,1,0,0,71
2640-LYMOV,0,Male,0,0,0,2
2640-PMGFL,1,Male,0,0,1,27
2642-DTVCO,1,Male,1,0,0,9
2642-MAWLJ,0,Female,0,1,1,36
2645-QTLMB,1,Male,0,0,0,7
2649-HWLYB,0,Male,0,1,0,65
2650-GYRYL,0,Male,0,1,1,33
2651-ZCBXV,0,Male,0,0,0,54
2654-VBVPB,0,Female,0,0,0,1
2656-FMOKZ,1,Female,1,0,0,15
2656-TABEH,1,Male,0,1,0,4
2657-ALMWY,1,Female,1,1,0,26
2657-VPXTA,0,Female,0,1,1,10
2659-VXMWZ,1,Male,0,1,1,67
2660-EMUBI,1,Male,1,0,0,10
2661-GKBTK,0,Male,0,1,1,60
2662-NNTDK,0,Male,0,0,0,65
2664-XJZNO,0,Male,0,1,1,72
2665-NPTGL,0,Female,1,1,0,26
2667-WYLWJ,1,Female,0,1,1,8
2668-TZSPS,0,Male,0,0,0,1
2669-OIDSD,0,Female,0,1,0,48
2669-QVCRG,0,Female,0,0,0,41
2672-DZUOY,1,Male,0,0,0,1
2672-HUYVI,1,Female,0,0,0,6
2672-OJQZP,0,Female,0,0,0,1
2672-TGEFF,0,Female,0,1,1,37
2673-CXQEU,0,Female,1,0,0,56
2673-ZALNP,0,Female,0,0,0,7
2674-MIAHT,0,Female,0,0,0,4
2674-MLXMN,0,Female,1,0,0,71
2675-DHUTR,0,Male,1,1,0,58
2675-IJRGJ,0,Male,0,0,0,53
2675-OTVVJ,0,Male,1,1,0,31
2676-ISHSF,0,Male,0,0,0,1
2676-OXPPQ,0,Male,0,0,0,6
2676-SSLTO,0,Male,0,0,0,49
2680-XKKNJ,0,Female,0,0,0,8
2682-KEVRP,0,Female,1,0,0,22
2683-BPJSO,1,Male,0,1,0,29
2683-JXWQQ,0,Male,0,1,1,61
2684-EIWEO,1,Female,1,0,0,30
2685-SREOM,1,Female,0,1,1,25
2688-BHGOG,0,Male,1,0,0,9
2690-DVRVK,0,Male,0,1,1,5
2691-NZETQ,1,Male,0,0,0,9
2692-AQCPF,0,Female,0,1,0,65
2692-BUCFV,0,Male,1,0,0,29
2692-PFYTJ,0,Female,0,0,0,1
2694-CIUMO,0,Female,0,0,0,12
2696-ECXKC,0,Female,0,1,1,55
2696-NARTR,1,Male,0,0,0,11
2696-RZVZW,0,Male,0,1,0,68
2697-NQBPF,0,Male,0,0,0,34
2700-LUEVA,0,Male,0,0,0,1
2703-AMTUL,0,Male,0,1,1,36
2706-QZIHY,0,Female,0,1,0,15
2709-UQGNP,0,Male,0,0,0,10
2710-WYVXG,0,Female,0,0,0,3
2712-SYWAY,0,Female,0,0,0,1
2716-GFZOR,0,Male,0,1,0,43
2717-HVIZY,0,Female,0,0,1,8
2718-GAXQD,1,Female,1,1,1,4
2718-YSKCS,0,Male,0,1,1,71
2719-BDAQO,1,Male,0,0,0,17
2720-FVBQP,0,Female,0,1,1,6
2720-WGKHP,1,Male,1,0,0,2
2722-JMONI,1,Female,1,1,0,1
2722-VOJQL,1,Male,0,0,0,64
2724-FJDYW,0,Male,0,0,1,39
2725-IWWBA,0,Male,0,1,1,46
2725-KXXWT,1,Male,0,1,0,1
2725-TTRIQ,0,Female,0,1,1,72
2729-VNVAP,0,Female,0,1,1,33
2731-GJRDG,0,Female,0,0,0,32
2732-ISEZX,0,Female,0,0,0,5
2737-WFVYW,1,Female,0,0,0,2
2737-YNGYW,1,Female,0,0,0,2
2739-CACDQ,0,Female,1,0,0,17
2739-CCZMB,0,Male,0,0,1,5
2740-JFBOK,0,Male,0,0,0,10
2740-TVLFN,0,Male,0,0,0,1
2746-DIJLO,0,Female,0,0,0,41
2748-MYRVK,1,Female,0,0,0,63
2749-CTKAJ,0,Male,0,1,1,22
2750-BJLSB,0,Female,0,0,0,47
2753-JMMCV,0,Male,0,0,0,65
2754-SDJRD,0,Female,1,0,0,8
2754-VDLTR,1,Male,0,0,1,10
2754-XBHTB,1,Female,0,0,0,9
2758-RNWXS,0,Male,0,0,0,35
2761-OCIAX,1,Male,1,0,0,2
2761-XECQW,0,Male,1,1,0,8
2770-NSVDG,0,Male,0,1,0,24
2773-MADBQ,0,Female,0,0,0,36
2773-OVBPK,0,Male,0,1,0,67
2774-LVQUS,1,Female,1,1,0,15
2775-SEFEE,0,Male,0,0,1,0
2777-PHDEI,1,Female,0,0,0,1
2778-OCLGR,1,Male,1,1,0,24
2782-JEEBU,0,Male,0,0,0,21
2782-LFZVW,0,Female,0,0,0,11
2786-GCDPI,0,Female,1,0,0,50
2788-CJQAQ,0,Male,0,0,0,13
2789-CZANW,0,Female,0,1,1,64
2789-HQBOU,0,Male,0,0,0,3
2790-XUYMV,0,Male,0,0,1,71
2791-SFVEW,0,Female,0,0,0,9
2792-LSHWX,0,Female,0,0,0,1
2792-VPPET,0,Male,0,0,0,3
2794-XIMMO,1,Male,0,1,0,53
2796-NNUFI,0,Female,0,1,1,46
2796-UUZZO,0,Male,0,1,1,63
2798-NYLMZ,0,Male,0,1,0,71
2799-ARNLO,0,Female,1,1,0,5
2799-TSLAG,0,Female,0,1,1,65
2800-QQUSO,0,Male,0,0,0,42
2800-VEQXM,0,Female,0,0,0,3
2801-NISEI,0,Male,0,0,0,24
2804-ETQDK,0,Male,0,0,1,66
2805-AUFQN,0,Female,0,0,0,25
2805-EDJPQ,0,Female,0,1,1,56
2806-MLNTI,0,Male,1,1,0,52
2808-CHTDM,0,Female,0,1,1,23
2809-ILCYT,0,Female,0,1,0,25
2809-ZMYOQ,0,Female,0,0,0,32
2810-FTLEM,1,Female,0,0,0,16
2811-POVEX,0,Female,1,1,1,23
2812-ENYMO,0,Male,0,0,0,26
2812-REYAT,0,Female,0,1,0,49
2812-SFXMJ,0,Male,0,0,1,1
2815-CPTUL,1,Male,1,0,0,5
2817-LVCPP,0,Female,0,0,0,50
2817-NTQDO,1,Male,0,0,0,13
2819-GWENI,0,Female,0,1,1,28
2821-WARNZ,0,Female,0,0,1,49
2823-LKABH,0,Female,0,0,0,18
2824-DXNKN,0,Female,0,1,1,72
2824-MYYBN,0,Female,0,1,1,37
2826-DXLQO,0,Male,1,1,0,7
2826-UWHIS,0,Male,0,1,0,45
2828-SLQPF,0,Male,0,0,0,19
2829-HYVZP,0,Male,0,0,0,29
2830-LEWOA,0,Male,0,1,1,61
2831-EBWRN,0,Male,0,0,0,4
2832-KJCRD,0,Female,0,0,0,38
2832-SCUCO,0,Female,0,0,0,2
2833-SLKDQ,1,Male,0,0,0,1
2834-JKOOW,0,Female,0,0,0,15
2834-JRTUA,1,Male,0,0,0,71
2834-SPCJV,1,Male,0,1,0,52
2839-RFSQE,1,Female,0,0,0,2
2840-XANRC,1,Male,1,1,0,24
2842-BCQGE,0,Male,0,0,0,43
2842-JTCCU,1,Male,0,0,0,2
2843-CQMEG,0,Male,0,0,0,24
2845-AFFTX,1,Male,1,1,0,41
2845-HSJCY,1,Female,0,1,1,14
2845-KDHVX,0,Female,0,1,0,64
2848-YXSMW,0,Male,0,1,1,72
2851-MMUTZ,0,Female,0,0,0,27
2851-STERV,0,Male,1,0,0,35
2853-CWQFQ,0,Male,0,0,1,1
2856-HYAPG,1,Female,0,0,0,1
2856-NNASM,1,Male,1,0,0,43
2858-EIMXH,0,Female,1,1,0,53
2858-MOFSQ,1,Female,0,0,1,17
2860-RANUS,1,Female,1,0,0,20
2862-JVEOY,0,Male,0,0,0,6
2862-PFNIK,0,Male,0,0,1,1
2863-IMQDR,0,Female,0,0,0,61
2865-TCHJW,1,Female,1,0,0,4
2866-IKBTM,0,Female,0,0,0,1
2867-UIMSS,1,Male,0,0,0,1
2868-LLSKM,0,Female,0,1,1,68
2868-MZAGQ,1,Male,0,0,0,1
2868-SNELZ,1,Female,0,0,0,2
2869-ADAWR,1,Female,0,0,0,45
2873-ZLIWT,1,Female,0,1,1,40
2874-YXVVA,0,Female,0,0,0,34
2876-GZYZC,0,Female,0,0,0,13
2876-VBBBL,1,Female,0,0,0,1
2877-VDUER,0,Female,0,1,1,35
2878-DHMIN,0,Male,0,1,1,35
2878-RMWXY,0,Male,1,1,0,72
2880-FPNAE,0,Male,1,1,0,2
2882-DDZPG,0,Female,0,0,0,12
2882-WDTBA,0,Male,0,1,1,69
2883-ILGWO,0,Male,1,0,0,57
2884-GBPFB,1,Female,0,1,0,35
2885-HIJDH,0,Male,0,1,1,69
2886-KEFUM,1,Female,0,1,0,63
2887-JPYLU,0,Female,0,0,1,41
2888-ADFAO,0,Female,0,1,1,47
2889-FPWRM,1,Male,0,1,0,72
2890-WFBHU,0,Female,0,0,0,59
2892-GESUL,0,Female,0,1,1,18
2894-QOJRX,1,Female,0,1,0,25
2896-TBNBE,0,Male,0,1,0,40
2897-DOVND,0,Male,0,0,0,2
2898-LSJGD,1,Female,0,1,1,21
2898-MRKPI,0,Male,0,1,1,68
2900-PHPLN,0,Female,1,1,0,70
2903-YYTBW,0,Male,0,1,1,1
2904-GGUAZ,0,Female,0,1,0,72
2905-KFQUV,0,Female,0,1,0,2
2907-ILJBN,0,Female,0,1,1,11
2908-WGAXL,0,Female,0,1,1,56
2908-ZTPNF,0,Female,0,0,0,36
2911-IJORQ,0,Male,0,0,0,37
2911-UREFD,1,Female,0,1,0,39
2911-WDXMV,0,Male,0,0,1,18
2916-BQZLN,0,Male,0,0,0,19
2919-HBCJO,1,Female,0,0,0,4
2920-RNCEZ,0,Male,0,1,1,1
2921-XWDJH,0,Female,1,1,0,38
2923-ARZLG,0,Male,0,1,1,0
2924-KHUVI,0,Male,0,1,0,56
2925-MXLSX,0,Female,0,0,0,30
2925-VDZHY,0,Male,0,1,1,72
2926-JEJJC,0,Female,0,0,0,8
2927-CVULT,0,Female,0,1,1,53
2927-QRRQV,0,Male,0,1,0,46
2928-HLDBA,0,Female,0,0,0,6
2929-ERCFZ,1,Female,0,1,1,8
2929-QNSRW,1,Female,0,1,0,56
2930-UOTMB,1,Female,0,0,0,31
2931-FSOHN,0,Male,1,0,0,13
2931-SVLTV,0,Male,0,1,1,40
2931-VUVJN,0,Female,1,1,0,59
2931-XIQBR,0,Female,0,1,1,50
2933-FILNV,1,Female,0,1,1,2
2933-XEUJM,0,Female,0,0,0,46
2937-FTHUR,0,Female,0,0,1,18
2946-KIQSP,0,Female,0,0,0,35
2947-DOMLJ,1,Male,0,0,1,1
2951-QOQTK,1,Male,0,0,1,4
2952-QAYZF,1,Male,0,0,0,5
2954-PIBKO,0,Female,0,1,1,69
2955-BJZHG,1,Male,0,1,1,17
2955-PSXOE,1,Female,0,0,0,1
2956-GGUCQ,1,Male,1,1,0,24
2957-JIRMN,0,Female,1,0,0,62
2957-LOLHO,1,Male,0,0,0,12
2958-NHPPS,0,Male,0,0,0,23
2959-EEXWB,0,Female,0,1,1,45
2959-FENLU,0,Female,0,0,0,9
2959-MJHIC,1,Male,0,1,0,4
2960-NKRSO,0,Male,0,0,0,24
2961-VNFKL,0,Female,0,1,0,71
2962-XPMCQ,1,Male,0,0,0,2
2967-MXRAV,0,Male,0,1,1,1
2968-SSGAA,1,Female,0,0,0,10
2969-QWUBZ,0,Female,0,0,0,2
2969-VAPYH,0,Female,0,0,0,67
2969-WGHQO,0,Female,0,1,1,7
2971-SGAFL,0,Female,0,0,0,13
2972-YDYUW,0,Female,0,0,0,57
2974-GGUXS,0,Female,1,1,0,36
2977-CEBSX,0,Female,0,0,0,66
2978-XXSOG,0,Female,0,0,0,22
2979-SXESE,1,Female,0,1,1,17
2982-IHMFT,1,Female,1,0,0,1
2982-VPSGI,1,Female,0,1,0,11
2983-ZANRP,1,Female,0,1,1,2
2984-AFWNC,0,Female,0,0,0,3
2984-MIIZL,1,Male,0,0,0,4
2984-RGEYA,0,Female,0,1,1,69
2984-TBYKU,0,Male,0,1,1,72
2985-FMWYF,0,Female,0,0,0,23
2985-JUUBZ,0,Male,0,1,1,40
2987-BJXIK,0,Female,0,0,0,70
2988-GBIVW,0,Female,1,1,0,70
2988-PLAHS,0,Female,0,0,0,3
2988-QRAJY,0,Male,0,0,0,69
2990-HWIML,1,Female,0,0,0,6
2990-IAJSV,0,Male,0,0,0,72
2990-OGYTD,0,Female,0,1,0,67
2995-UPRYS,1,Female,1,1,0,40
2995-YWTCD,0,Female,0,1,1,19
2996-XAUVF,0,Male,0,0,0,70
2999-AANRQ,0,Female,0,0,0,21
3001-CBHLQ,1,Male,1,1,0,32
3001-UNBTL,0,Male,1,1,1,29
3002-WQZWT,0,Female,0,0,0,29
3003-CMDUU,0,Female,0,1,0,25
3005-NFMTA,1,Male,1,0,0,55
3005-TYFRD,0,Female,0,1,0,55
3006-XIMLN,1,Female,0,0,1,2
3007-FDPEA,0,Female,0,0,0,2
3009-JWMPU,1,Male,0,0,0,62
3011-WQKSZ,0,Male,0,0,1,19
3012-VFFMN,0,Female,0,1,1,7
3014-WJKSM,0,Male,0,1,0,29
3016-KSVCP,0,Male,0,1,0,29
3018-TFTSU,1,Male,0,0,0,12
3021-VLNRJ,0,Female,0,0,1,50
3022-BEXHZ,0,Male,0,1,1,67
3023-GFLBR,1,Female,0,1,1,33
3026-ATZYV,0,Female,0,1,1,37
3027-YNWZU,0,Female,0,1,0,64
3027-ZTDHO,1,Male,0,0,0,1
3030-YDNRM,0,Male,0,0,0,8
3030-YZADT,1,Male,0,0,0,9
3030-ZKIWL,0,Male,0,0,0,1
3034-ZBEQN,1,Female,0,1,0,48
3038-PQIUY,0,Female,0,0,0,38
3039-MJSLN,0,Male,0,0,1,3
3043-SUDUA,0,Female,0,0,0,32
3043-TYBNO,0,Male,0,0,0,3
3045-XETSH,1,Female,0,0,0,10
3049-NDXFL,1,Female,0,0,0,1
3049-SOLAY,1,Female,0,1,0,3
3050-GBUSH,0,Female,0,0,0,3
3050-RLLXC,0,Female,0,1,1,56
3055-MJDSB,0,Male,0,0,0,9
3055-OYMSE,0,Female,1,0,0,53
3055-VTCGS,0,Female,0,0,0,63
3057-VJJQE,0,Male,0,0,0,35
3058-HJCUY,1,Male,0,1,1,41
3058-WQDRE,0,Male,0,0,0,13
3059-NGMXB,0,Male,0,1,1,14
3061-BCKYI,0,Male,0,0,0,14
3062-ICYZQ,0,Female,0,1,1,51
3063-QFSZL,1,Female,0,0,0,1
3066-RRJIO,1,Female,0,0,0,1
3067-SVMTC,0,Female,0,1,0,68
3068-OMWZA,1,Male,1,0,0,1
3069-SSVSN,0,Female,0,0,0,1
3070-BDOQC,0,Female,0,0,0,60
3070-DVEYC,1,Male,1,0,0,7
3070-FNFZQ,0,Female,0,1,1,23
3071-MVJCD,0,Male,0,1,1,72
3071-VBYPO,0,Male,0,1,1,3
3074-GQWYX,1,Male,0,0,0,5
3077-RSNTJ,0,Female,0,1,1,6
3078-ZKNTS,0,Female,0,1,1,13
3079-BCHLN,0,Male,0,1,0,47
3082-VQXNH,0,Male,0,1,0,3
3082-WQRVY,0,Male,1,1,0,14
3082-YVEKW,0,Female,0,1,1,23
3084-DOWLE,0,Female,0,1,0,72
3085-QUOZK,1,Female,0,0,0,1
3086-RUCRN,0,Female,0,0,0,66
3088-FVYWK,0,Male,0,1,1,53
3088-LHEFH,0,Female,0,0,0,11
3090-HAWSU,1,Male,0,0,0,61
3090-LETTY,0,Male,0,0,1,2
3090-QFUVD,0,Female,0,0,0,1
3091-FYHKI,1,Male,0,0,0,1
3092-IGHWF,1,Male,0,1,1,67
3094-JOJAI,0,Male,0,0,0,18
3096-GKWEB,0,Male,0,1,0,18
3096-IZETN,1,Female,0,0,0,12
3096-JRDSO,1,Female,1,1,0,27
3096-WPXBT,0,Female,0,1,1,61
3096-YXENJ,0,Female,0,1,0,65
3097-FQTVJ,0,Female,0,0,0,41
3097-IDVPU,0,Male,0,1,1,19
3097-NNSPB,1,Female,0,0,0,2
3097-NQYSN,1,Male,1,1,0,2
3097-PYWXL,0,Female,0,1,1,4
3099-OONVS,0,Male,0,1,1,25
3104-OWCGK,1,Male,0,1,1,60
3106-ULWFW,1,Female,0,1,0,8
3108-PCCGG,0,Male,1,1,0,72
3113-IWHLC,0,Male,0,0,0,5
3115-CZMZD,0,Male,0,0,1,0
3115-JPJDD,0,Female,0,1,0,59
3118-UHVVQ,0,Female,0,1,0,68
3120-FAZKD,0,Male,0,1,1,54
3125-RAHBV,0,Male,0,0,0,22
3126-WQMGH,0,Female,0,1,0,49
3128-YOVTD,0,Female,0,1,1,51
3129-AAQOU,0,Female,0,1,1,19
3130-ICDUP,0,Female,0,0,1,2
3131-NWVFJ,0,Female,0,1,1,14
3132-TVFDZ,1,Male,1,1,0,57
3133-PZNSR,0,Male,0,1,1,72
3134-DSHVC,0,Female,0,0,0,63
3137-LUPIX,0,Female,0,0,0,4
3137-NYQQI,0,Male,0,1,0,17
3138-BKYAV,1,Male,0,0,0,6
3143-ILDAL,1,Male,0,0,0,56
3143-JQEGI,1,Female,0,1,1,13
3144-AUDBS,1,Female,0,1,0,6
3144-KMTWZ,0,Male,0,1,0,71
3146-JTQHR,0,Male,0,1,0,10
3146-MSEGF,0,Female,1,1,1,72
3148-AOIQT,0,Female,0,1,0,69
3148-BLQJT,1,Male,0,0,0,1
3154-CFSZG,0,Male,0,1,1,47
3154-HMWUU,0,Male,0,1,0,60
3156-QLHBO,0,Male,0,0,1,2
3158-MOERK,1,Female,0,0,0,2
3160-TYXLT,0,Male,0,0,0,53
3161-GETRM,0,Male,0,1,1,34
3161-ONRWK,0,Male,0,1,1,60
3162-KKZXO,0,Female,1,0,0,55
3162-ZJZFU,0,Male,0,1,1,53
3164-AALRN,1,Male,0,0,0,5
3164-YAXFY,0,Male,0,0,0,57
3165-HDOEW,1,Male,0,1,1,1
3166-PNEOF,0,Female,0,0,0,61
3167-SNQPL,0,Male,1,1,1,38
3170-GWYKC,0,Female,0,0,0,60
3170-NMYVV,0,Female,0,1,1,50
3173-NVMPX,0,Female,0,1,1,9
3173-WSSUE,0,Female,0,1,1,71
3174-AKMAS,0,Female,0,1,0,46
3174-RKMOW,0,Male,0,1,1,35
3177-LASXD,1,Female,0,0,0,1
3178-CIFOT,0,Female,0,0,0,23
3178-FESZO,1,Female,0,0,0,1
3179-GBRWV,0,Male,1,1,0,21
3181-MIZBN,0,Male,0,1,1,16
3181-VTHOE,0,Male,0,1,0,70
3186-AJIEK,0,Male,0,0,0,66
3186-BAXNB,1,Female,0,0,0,1
3190-FZATL,0,Male,0,0,1,14
3190-ITQXP,0,Female,0,1,1,46
3190-XFANI,1,Male,0,0,1,49
3191-CSNMG,0,Female,0,1,1,3
3192-LNKRK,0,Male,0,1,1,34
3192-NQECA,1,Male,0,1,0,68
3194-ORPIK,1,Female,0,1,1,50
3195-TQDZX,0,Male,0,0,0,3
3196-NVXLZ,0,Female,0,0,0,25
3197-ARFOY,0,Female,1,0,0,19
3197-NNYNB,0,Male,0,0,0,65
3198-VELRD,1,Female,0,1,1,3
3199-NPKCN,0,Female,0,1,0,67
3199-XGZCY,0,Female,0,0,0,8
3200-MNQTF,0,Male,0,1,0,67
3205-MXZRA,0,Male,0,0,0,26
3207-OYBWH,1,Male,1,1,0,57
3208-YPIOE,1,Male,0,0,0,39
3209-ZPKFI,0,Male,0,1,1,47
3211-AAPKX,0,Male,0,0,0,20
3211-ILJTT,1,Male,0,1,0,17
3212-KXOCR,0,Male,0,0,0,52
3213-VVOLG,0,Male,0,1,1,0
3214-IYUUQ,0,Female,0,1,0,61
3217-FZDMN,1,Female,1,0,0,8
3219-JQRSL,0,Female,1,1,0,72
3221-CJMSG,0,Male,0,0,0,24
3223-DWFIO,0,Male,1,0,0,4
3223-WZWJM,1,Male,0,0,0,26
3224-DFQNQ,0,Female,0,1,0,66
3227-WLKLI,0,Female,0,1,1,65
3229-USWAR,0,Female,0,0,0,34
3230-IUALN,0,Female,0,1,1,45
3230-JCNZS,0,Female,0,1,1,71
3230-WYKIR,1,Male,0,0,0,18
3234-VKACU,0,Male,0,0,0,2
3235-ETOOB,1,Male,0,1,0,8
3237-AJGEH,1,Female,0,1,1,3
3239-TPHPZ,0,Female,0,1,0,12
3243-ZHOHY,0,Female,0,0,0,16
3244-CQPHU,0,Female,1,0,0,72
3244-DCJWY,1,Female,0,0,0,1
3247-MHJKM,0,Male,0,0,0,1
3247-ZVOUO,1,Male,1,1,0,10
3249-VHRIP,0,Female,0,0,0,62
3249-ZPQRG,1,Male,0,0,0,4
3251-YMVWZ,0,Male,0,0,0,53
3253-HKOKL,0,Female,0,1,1,52
3254-YRILK,1,Male,1,0,0,19
3255-GRXMG,0,Male,0,0,1,18
3256-EZDBI,0,Male,1,1,0,51
3258-SANFR,0,Male,1,0,0,6
3258-SYSWS,0,Male,1,0,0,72
3258-ZKPAI,0,Male,0,1,1,72
3259-FDWOY,1,Male,0,1,1,71
3259-KNMRR,0,Male,1,0,0,57
3259-QMXUN,0,Male,0,1,0,58
3261-CQXOL,0,Female,0,1,1,71
3262-EIDHV,0,Female,0,1,1,72
3266-FTKHB,0,Male,0,0,0,17
3269-ATYWD,1,Male,1,0,0,39
3272-VUHPV,0,Female,0,1,1,8
3274-NSDWE,0,Female,0,0,0,68
3275-RHRNE,0,Male,0,1,1,28
3276-HDUEG,1,Female,0,0,0,1
3278-FSIXX,0,Female,0,0,0,2
3279-DYZQM,0,Male,0,1,1,71
3280-MRDOF,0,Male,1,0,0,30
3280-NMUVX,0,Male,0,1,1,34
3282-ZISZV,0,Male,0,0,1,32
3283-WCWXT,0,Male,0,1,1,6
3284-SVCRO,0,Female,0,1,0,45
3285-UCQVC,1,Female,0,0,0,37
3292-PBZEJ,0,Male,1,0,0,11
3295-YVUSR,0,Male,1,0,0,2
3296-SILRA,1,Female,1,1,0,1
3298-QEICA,0,Female,0,1,1,23
3301-LSLWQ,0,Female,0,0,0,29
3301-VKTGC,0,Male,0,1,1,68
3307-TLCUD,0,Male,0,1,0,17
3308-DGHKL,0,Male,0,0,0,69
3308-JSGML,0,Male,1,1,0,59
3308-MHOOC,0,Male,0,0,1,1
3312-UUMZW,0,Male,0,1,0,32
3312-ZWLGF,0,Male,1,1,0,29
3313-QKNKB,1,Male,0,1,0,59
3315-IKYZQ,0,Male,0,1,1,28
3315-TOTBP,1,Male,0,0,0,15
3316-UWXUY,0,Male,0,0,0,50
3317-HRTNN,1,Female,1,0,0,5
3317-VLGQT,0,Female,0,1,0,14
3318-ISQFQ,0,Female,0,0,0,20
3318-NMQXL,0,Male,0,0,0,3
3318-OSATS,1,Male,1,0,0,35
3319-DWOEP,1,Male,1,1,0,6
3320-VEOYC,0,Male,1,0,0,14
3323-CPBWR,0,Male,0,0,0,23
3324-OIRTO,0,Male,0,1,1,71
3325-FUYCG,1,Male,0,1,1,28
3327-YBAKM,0,Female,0,1,0,64
3329-WDIOK,1,Female,0,0,0,3
3331-HQDTW,1,Female,0,0,0,34
3334-CTHOL,1,Female,0,0,0,1
3336-JORSO,1,Female,1,0,0,33
3338-CVVEH,0,Male,0,0,0,12
3339-EAQNV,0,Male,1,1,0,72
3340-QBBFM,0,Male,1,1,0,36
3345-JHUEO,0,Male,0,0,0,4
3345-PBBFH,0,Male,0,1,0,8
3346-BRMIS,1,Female,1,1,0,18
3347-YJZZE,0,Male,0,1,1,29
3348-CFRNX,1,Female,0,1,0,28
3349-ANQNH,0,Female,1,0,0,59
3351-NGXYI,0,Female,1,0,0,16
3351-NQLDI,1,Female,0,1,1,67
3352-ALMCK,0,Male,0,0,0,40
3352-RICWQ,0,Female,0,1,1,9
3354-OADJP,0,Female,0,0,0,8
3359-DSRKA,0,Female,0,1,1,58
3363-DTIVD,0,Male,0,1,1,71
3363-EWLGO,0,Female,0,0,0,5
3365-SAIGS,0,Female,0,0,0,17
3370-GQEAL,0,Male,0,1,1,30
3370-HXOPH,0,Female,0,0,0,3
3372-CDXFJ,0,Male,0,1,1,13
3372-KWFBM,1,Male,1,0,0,16
3373-DIUUN,0,Male,0,1,1,30
3373-YZZYM,0,Male,0,1,1,1
3374-LXDEV,1,Female,0,0,0,13
3374-PZLXD,0,Male,0,0,0,34
3374-TTZTK,0,Male,0,1,0,52
3376-BMGFE,1,Female,0,0,0,4
3378-AJRAO,0,Male,0,1,1,44
3384-CTMSF,0,Male,0,1,0,47
3387-PLKUI,0,Female,0,1,1,13
3387-VATUS,1,Male,0,0,0,5
3389-KTRXV,0,Female,0,1,1,23
3389-YGYAI,1,Female,1,0,0,8
3391-JSQEW,0,Male,0,1,0,40
3392-EHMNK,0,Female,0,1,1,67
3393-FMZPV,1,Female,0,0,0,25
3396-DKDEL,0,Female,0,1,1,70
3397-AVTKU,0,Male,0,0,0,43
3398-FSHON,1,Female,1,0,0,12
3398-GCPMU,0,Female,1,1,1,72
3398-ZOUAA,1,Male,1,1,0,21
3399-BMLVW,0,Male,0,1,1,51
3400-ESFUW,1,Male,0,1,1,55
3401-URHDA,0,Male,0,0,0,51
3402-XRIUO,0,Female,1,1,0,22
3404-JNXAX,0,Female,0,1,1,51
3407-JMJQQ,0,Female,0,1,1,71
3407-QGWLG,0,Male,0,0,1,3
3410-MHHUM,0,Female,0,1,1,44
3410-YOQBQ,0,Female,0,0,0,31
3411-WLRSQ,0,Female,1,1,0,3
3413-BMNZE,0,Male,1,0,0,1
3413-CSSTH,0,Male,0,0,0,41
3413-DHLPB,0,Male,0,1,1,60
3415-TAILE,1,Female,0,1,1,2
3417-TSCIC,0,Male,0,0,0,29
3419-SNJJD,1,Female,1,1,0,65
3420-YJLQT,0,Female,0,0,0,2
3420-ZDBMA,0,Male,1,0,0,5
3422-GALYP,0,Male,0,0,0,2
3422-LYEPQ,1,Male,0,1,1,1
3422-WJOYD,0,Male,0,1,0,28
3423-HHXAO,0,Female,0,1,1,14
3424-NMNBO,1,Male,1,1,0,58
3426-NIYYL,1,Male,0,0,0,15
3427-GGZZI,0,Female,0,1,0,19
3428-MMGUB,0,Male,0,0,0,60
3428-XZMAZ,1,Male,0,0,0,1
3429-IFLEM,0,Female,0,0,0,71
3439-GVUSX,0,Male,0,0,0,1
3440-JPSCL,1,Female,0,0,0,6
3441-CGZJH,0,Female,0,1,1,43
3442-ZHHCC,0,Male,0,0,0,68
3445-HXXGF,1,Male,1,1,0,58
3446-QDSZF,0,Female,0,0,0,4
3450-WXOAT,0,Male,0,0,0,46
3451-VAWLI,0,Female,0,1,1,35
3452-ABWRL,0,Male,1,0,0,47
3452-FLHYD,0,Male,0,1,0,25
3452-GWUIN,0,Female,1,1,0,19
3452-SRFEG,0,Male,0,0,0,49
3453-RTHJQ,0,Male,0,0,0,6
3454-JFUBC,0,Male,1,0,0,68
